A,B,main_number,secondary_number,frequency
8120.66945,1504755.679,3,4,8.220372522
7999.82462,1600463.172,3,4,8.216389546
14184.30802,3086005.153,5,4,8.325548768
22755.87743,8520402.056,3,4,8.980947583
34318.07593,9414511.961,4,8,8.382874776
11215.7629,6539571.649,5,4,8.734589423
13091.55462,5193195.65,5,4,8.117205174
12462.01149,2036468.353,2,6,8.131580031
28987.73121,7073872.67,4,8,8.471575756
5535.136469,2218610.704,2,3,8.465364454
26780.73474,8348927.517,2,6,8.981981693
17650.4772,3346667.379,2,6,8.660187091
13185.16748,1991569.74,2,5,8.082094153
23584.33751,5916502.106,2,4,8.873413029
19943.74879,6599047.159,5,4,9.008460956
23037.93752,11373326.14,2,5,9.073824384
24297.24974,7572461.157,2,4,8.785337425
20139.79756,6977379.428,3,4,9.088302131
12472.77668,5158807.718,5,4,8.151318788
25527.87841,5879318.744,4,2,8.317314957
9561.780702,2888157.753,2,4,9.194047153
22599.36023,12922520.59,2,5,8.829109439
10838.61374,2018658.493,2,5,8.074215579
25817.29732,6885810.544,2,6,8.796822135
4392.790687,10340252.37,3,5,8.313266293
11153.63222,3354138.812,5,4,8.130509215
9935.967981,1891328.755,5,4,8.010801427
24458.55022,7334231.993,2,5,9.315287346
23224.4657,2392202.06,3,6,8.552425106
4838.693497,2353007.336,2,3,8.433762917
22178.28162,7228927.547,5,4,9.040012121
7037.527124,1931948.546,2,3,8.056489633
10795.45315,2934748.483,2,4,8.13117266
10599.42877,2204050.927,2,4,8.113440964
7161.64843,4254835.061,4,2,8.304060126
8417.558626,3027217.579,2,4,8.147419425
20014.49387,6358367.138,2,3,8.599250807
10393.42475,2667090.68,2,5,8.099883652
11790.60249,2304225.187,2,4,8.169640716
28427.28214,4735998.725,4,8,9.086403361
32165.60555,11023581.18,4,8,8.789033097
25367.82762,5266716.493,5,4,8.901986513
7788.75749,2581730.14,2,3,8.09070132
8709.452544,1983528.486,2,2,8.31512005
9527.503971,1739862.832,2,4,8.100776572
4549.162505,916628.9869,2,2,8.217322235
24982.91397,2450551.064,2,6,8.890890543
21173.8215,7621762.475,5,4,8.919990937
9843.454594,3088936.472,2,4,8.149130746
25177.63854,4801388.039,4,8,9.432272928
4537.871738,339944.0437,2,2,8.211250039
12233.8798,2286540.728,2,6,8.148854927
10240.29383,2065844.11,2,4,8.146544147
9303.881343,1777451.029,2,4,8.209465359
32153.2146,1371251.831,2,6,8.812966487
11976.48748,3143604.665,2,4,8.137452342
3578.272379,4057330.279,4,2,8.226896009
5409.599759,1015767.164,3,2,8.153090566
30101.21384,4857924.217,4,8,8.622215669
28490.83912,6087322.719,4,8,8.971233169
7465.03971,1539583.889,2,2,8.155344684
9833.288995,3631178.92,5,4,8.215387212
19505.22485,6993093.556,3,4,8.358026947
22590.29757,10871115.84,3,4,9.00334045
24346.16653,1975034.759,2,6,8.894067679
6785.067995,1374626.088,3,2,8.18558577
9859.222527,4420359.298,4,4,8.526376225
12442.371,4468572.122,5,4,8.149574261
24040.04311,5999722.214,2,4,9.036177869
29088.05222,5399896.845,4,8,8.954596729
24766.92204,3256420.956,2,5,9.448601509
6587.211241,2383896.229,2,3,8.497397388
9559.814197,738113.1755,2,2,8.084201029
26122.94476,6794017.331,2,4,8.906469043
21177.73184,6494092.597,5,4,8.856482084
21343.19397,5643230.78,4,8,9.006740793
7765.186776,931389.9903,2,2,8.229193945
10321.00457,6950714.432,2,3,8.758692308
23070.22804,2399027.572,2,6,8.974672638
14097.37032,3178190.279,5,4,8.175470118
7121.524633,541853.9893,3,2,8.134835539
9274.591644,2719704.996,2,4,8.18725
1035.015679,4127330.434,4,2,8.316480145
10364.86896,1664344.539,2,5,8.235881625
3351.568708,2428164.688,3,4,8.336746921
5726.132621,1037173.758,2,2,8.22374044
1763.690576,526064.5127,3,2,8.213565799
9358.255865,2297984.373,2,4,8.168322318
10943.85584,5385162.297,5,4,8.124670086
5260.967482,1439415.292,3,2,8.053056377
17669.85632,9700650.569,2,5,8.386129923
7090.946969,1862480.928,2,3,8.182859442
5026.705441,850676.273,2,2,8.325755092
9834.615309,3289921.605,5,4,8.070595367
27242.50567,3016903.751,2,5,8.928955949
16023.08376,8463121.078,3,5,8.789732808
4306.790887,2116296.291,2,3,8.178757366
23158.52394,3287349.928,2,6,8.887233104
17545.02651,1679938.484,3,6,8.779659116
21735.55677,9271973.248,2,5,9.554963254
1984.162192,820128.0358,3,2,8.226588375
10721.06298,1524172.61,2,3,8.627892577
17840.53462,2273249.483,3,6,8.808318824
7856.307885,2380106.781,3,4,8.265077578
22751.92317,2449831.116,3,6,9.304032893
12702.63847,3284556.714,2,5,8.076406198
12994.42215,2504202.175,2,6,8.15643716
11063.66176,5492610.503,5,4,8.139303507
28812.05671,5802217.925,2,6,8.758132945
23768.84772,8488611.777,2,5,8.245156096
8023.161392,556386.7054,3,2,8.225065006
26060.8955,6041967.457,2,6,9.294713262
22017.33557,2683112.841,2,4,9.327681407
27170.5271,7975426.105,2,6,8.805914124
20194.05614,7859400.432,2,3,8.784443768
20912.00898,3185466.697,2,5,8.922112465
7666.617538,906027.321,2,2,8.198646403
35342.55177,5618122.757,4,8,8.715221138
27026.50912,2438559.35,2,6,9.177310546
11202.55514,4588807.933,5,4,8.09714523
28465.45996,5719385.899,2,6,8.860550591
12185.64259,4666932.951,5,4,8.126834617
13722.34565,4977900.043,5,4,8.063303549
6514.828386,9168881.902,3,3,8.325927693
37658.70162,491867.5499,4,8,8.353850273
21620.82829,3383745.647,3,6,9.324106177
27888.06312,7769432.616,2,6,9.099664417
24626.73645,10819013.78,2,5,9.720461583
23906.36276,12335808.61,2,5,9.202776163
10868.04241,4061743.885,5,4,8.142908749
10566.95245,3245541.368,2,5,8.110972581
25662.84166,7341538.969,2,3,8.865946721
11221.92942,3010991.299,2,4,8.08210196
8392.011686,6188740.158,2,3,8.156493835
20947.27259,9360576.729,2,4,9.34739226
3201.003789,2590143.099,3,2,8.231238333
10288.25136,6904670.1,5,4,8.235860929
8837.327932,8305978.884,2,5,8.180327621
28193.01096,1991949.587,4,8,8.368541888
6783.925415,1108416.387,3,2,8.100360194
9920.983595,2574356.189,2,4,8.150837009
6795.384749,1194914.837,3,6,8.755711436
31400.86193,4988682.947,2,6,8.909165008
21158.36533,3043737.126,2,4,9.576442721
6879.3109,3866193.507,4,2,8.311994307
23157.03357,5130576.59,3,6,8.731810526
10890.96209,3813405.336,5,4,8.105973739
29934.40228,6804981.094,2,6,8.747237056
6874.293422,2584128.705,2,3,8.766803247
10352.32294,1879792.192,2,5,8.122662174
10454.38313,2122574,2,4,8.111413786
23986.33979,8299920.702,2,6,8.950220511
15118.17965,1460129.588,3,6,8.647995092
21376.23497,2987195.36,3,6,9.443421332
21615.35443,3595348.595,2,5,8.774092384
34057.11836,6491051.88,4,8,8.794546994
20080.60896,9039124.119,2,5,8.802078574
5326.907627,619651.791,3,2,8.133079567
3152.088244,6493005.943,4,2,8.449851295
10965.39515,2861387.469,2,4,8.137500812
26375.01752,9361484.06,2,3,9.463820987
19294.1129,2918231.12,2,3,8.794814487
9931.060825,2513001.8,2,4,8.139246063
7870.73348,4746901.005,4,2,8.248147162
5596.712253,717115.8216,2,4,8.177435148
24228.36576,6751523.349,2,5,8.191461471
27456.77074,9411122.062,2,5,9.134886689
9174.035925,1449801.714,3,2,8.523358177
29892.48334,5577046.784,2,6,8.998676241
26273.65229,3841416.076,4,8,9.227186944
11186.22948,2648347.781,2,4,8.114099376
35228.19608,9100329.229,4,8,8.641311556
18665.13196,6095315,3,5,9.110069417
26660.74999,2469220.875,2,6,8.83954306
22070.396,8890875.592,3,4,9.475954989
9401.015413,5735410.424,5,4,8.151669049
9890.952598,3124307.426,2,4,9.259820592
21176.47564,2671762.69,2,3,8.548792734
7869.28325,3045314.716,2,5,8.142543236
22235.49486,8376196.312,2,5,9.429997943
21595.4682,8920045.534,2,5,9.564277851
21480.9747,2283850.536,3,4,9.071033062
24904.09935,8643996.511,2,5,9.155649846
8518.504463,2469376.214,2,4,8.128578578
12346.63877,2222487.722,2,4,8.134759357
13289.62929,4529730.196,5,4,8.098289088
6479.011052,4241347.647,4,2,8.37881882
11243.81409,2984321.231,2,5,8.150651277
11874.99022,5000871.153,5,4,8.1737436
20561.19457,2822273.502,2,6,8.905018907
8716.161885,2267641.444,4,2,8.207879235
30408.23189,4144146.607,4,8,8.661628423
8190.527222,2003332.821,3,4,8.178524626
33928.60688,9463109.111,4,8,8.899487284
9984.086948,2944270.683,2,5,8.055985828
23408.02827,3971426.388,3,6,8.871030982
8773.134023,2352395.379,2,5,8.145321142
8914.706472,2789344.331,2,4,8.123993487
22697.68955,12077526.29,2,4,8.977154857
14277.25175,2184191.1,2,6,8.154540547
5639.382497,1782069.656,2,3,8.008582713
6659.088609,653321.8036,3,3,8.158319297
31369.83941,4629093.233,4,8,8.989874231
10232.44941,2534021.153,2,4,8.071049304
27308.97939,5732031.226,4,8,8.922762147
10263.56416,1586233.462,2,4,8.164331396
9066.194021,3806615.014,3,4,8.49523833
21303.12778,8919053.235,2,4,9.397192186
5433.902424,1169419.256,2,2,8.321652847
6425.530318,2233831.041,2,3,8.167310336
20453.2284,8658812.867,2,5,9.521267311
9259.729891,2009274.605,2,4,8.195540952
5208.083248,1331808,2,2,8.310510576
5517.547417,695396.3057,3,2,8.180511701
26910.93256,10529750.79,2,5,9.165125233
3216.217097,2354118.878,2,2,8.009592895
9621.281128,2441349.318,2,4,8.148749411
21257.20457,2948393.311,2,5,8.954569446
9197.829045,7537742.534,2,3,8.730475786
14842.07422,4848991.252,5,4,8.140750108
26225.43917,6252700.509,2,6,9.069984763
6723.954541,2517422.446,2,3,8.591554021
8896.494749,1808595.304,2,4,8.095427073
24333.25291,6029302.789,2,4,8.266122945
11110.13576,4563216.639,2,3,8.092025374
10928.54131,4518342.033,4,8,8.303292108
24784.10871,2764958.788,2,6,8.631181107
10227.29851,7468989.202,2,5,8.167541635
24565.77374,9594131.392,2,5,9.699665883
5402.45458,614137.6027,2,2,8.322076097
10471.18435,2262514.307,2,4,8.831079778
20814.22798,10235213.45,3,5,9.244236828
7976.422888,1156612.062,2,2,8.17
13479.88433,1900173.924,2,4,8.22
7976.422888,1183114.501,3,2,8.17
17705.90405,2095136.483,3,6,8.35
7976.422888,1183114.501,3,2,8.17
13549.1607,3375147.09,2,5,8.22
9593.787707,1866340.325,2,4,8
22264.80511,2081201.537,2,3,8.8
12638.29496,5767864.651,5,4,8.17
8005.521456,2557356.865,2,4,8.17
11791.84454,1020487.377,2,4,8.12
32333.0245,4336479.613,2,3,8.7
13479.88433,1900173.924,2,4,8.22
11392.08334,3806839.023,2,5,8.09
24568.73937,6760000,2,6,9.8
7976.422888,1183114.501,3,2,8.17
11392.08334,3806839.023,2,4,8.09
27601.36876,7175188.828,2,5,9
8552.024052,1900173.924,2,4,8.12
22479.42562,3512157.207,2,6,8.8
22964.91813,5767864.651,5,4,9
3579.030289,2017986.719,2,3,8.66
8005.521456,2557356.865,2,4,8.17
9593.787707,1866340.325,2,4,8
7313.209614,1328073.737,3,4,8.22
26292.27312,2661049.944,2,4,9.04
9593.787707,1866340.325,2,5,8
14862.08246,1565232.561,2,5,8.25
13549.1607,3375147.09,2,5,8.22
11392.08334,3806839.023,2,5,8.09
9375.098407,2395655.112,2,5,8.02
25969.55202,5116920.015,4,8,9.36
20609.07428,2095136.483,3,6,8.75
14862.08246,1565232.561,2,4,8.25
20609.07428,2095136.483,3,6,8.75
13802.73521,4049414.298,2,4,8.25
11727.0201,2661049.944,2,4,8.1
23810.07311,3375147.09,2,4,9.23
17705.90405,2081201.537,2,6,8.35
19236.62949,7575875.068,2,4,8.44
