A,B,main_number,secondary_number,frequency
11724.121635235879,2706835.095827028,2,4,8.374257698367785
11790.42175456855,1019601.7627927454,2,4,8.535320525555143
20672.917256785007,3148977.6273557805,2,4,8.577021910850963
7977.999636450066,1157025.1339902352,2,2,8.206945971830931
11795.951660406849,4625615.131775,2,4,8.132104061022464
22270.621698076735,2038289.6131081262,3,3,9.054970671496992
9592.966007397275,1565561.2633852838,2,5,8.162098167766612
13812.803676258423,4045378.260900864,2,4,9.243722166865417
14870.653989094399,1566973.907226788,2,4,7.933473677090956
9596.40729848668,1867081.9097217014,2,4,8.13116879006647
20674.71474441114,2707085.524569267,2,4,8.911292276386243
17691.414394359257,2094352.8920873054,3,6,8.590702942932369
8557.406298313594,2017247.5725481485,2,4,8.403233335661186
8010.1880289519095,2558100.95985488,2,4,8.98655594313998
23807.99442109358,3443862.6883608787,2,4,8.828497511928571
3319.894767347325,1017220.7695291648,2,4,8.234819549526978
7977.999636450066,1157025.1339902352,2,2,8.206945971830931
7310.022351025169,1328902.7789823366,3,4,8.235289807568451
9597.328307915464,1867331.1833409225,2,5,8.67614325556945
11785.902301246044,1024746.4625354556,2,4,8.724371422131743
11799.770599290856,1015931.3436771646,2,4,8.474906631168128
8009.463904710077,2557523.354289534,2,4,8.626027987189165
27609.484515133823,7172141.046652175,2,4,8.297229030987618
11729.47331748851,2706660.9084060686,2,4,8.249914125989605
7315.29016919531,1328759.13234308,3,4,8.333022357899175
9369.183855527954,2395105.810346924,2,5,8.469482459892015
22966.214615238445,5800683.058295008,5,4,9.556470565936438
9376.595073017386,2395424.324630152,2,5,7.769598218549302
26289.962259642376,2661428.545887545,2,4,8.607662681236881
24831.189622785965,8188739.974408609,2,4,9.396139049920693
8547.06330884494,2017376.200254447,2,4,8.399525072049913
14863.564215055023,1565549.3180782457,2,5,8.209782869463103
17691.414394359257,2094352.8920873054,2,6,8.590702942932369
27609.484515133823,7172141.046652175,2,4,8.297229030987618
13555.833212590831,3153563.189111655,2,5,8.275933965539298
22966.214615238445,5800683.058295008,3,6,9.556470565936438
3395.5918950674836,1152180.3443658252,2,4,8.494244810372376
13549.614314619597,3150139.3709725533,2,5,8.06223405733477
7975.65721176007,1182067.5689858296,3,2,8.564601571188764
13474.085843519086,1899171.7884424038,2,4,8.002464144914704
24832.34401980292,8186579.178550251,2,5,8.308592289159865
11785.902301246044,4625615.131775,2,4,8.234997458185045
8554.937733931083,2017526.5872637257,2,4,8.174290187949998
7971.428324699915,1153989.8020201048,2,2,7.954674067353998
6385.207551470262,4336962.548857369,2,4,8.953887760321123
7985.638704817682,1188248.3514029412,2,2,7.865344121731047
11408.262614049654,3805113.5041977954,2,5,8.767005304196095
3585.805128462514,2038264.6161390846,3,3,8.285431741230752
12642.148165195575,5729517.419260831,2,5,8.181297852623862
3561.3827535575365,2038446.9400144164,3,3,8.428797997193806
6388.052799912373,4336611.548635062,2,4,9.173397323276372
24569.003740229255,6759936.9405961735,2,5,8.26950115769617
11390.370271410837,3511840.9653001046,2,5,8.114936129731161
31811.02852148471,7576935.145657672,3,4,9.327411314305582
8547.06330884494,1901035.0848948392,2,4,8.160164523489927
13478.293827350411,1900798.694459423,2,4,8.310369326484047
32350.55914779821,4336962.548857369,2,3,9.226429521908754
3319.894767347325,1159852.5652687247,2,4,7.950273659598724
14852.438593809336,1567164.3648140305,2,4,8.511441152278056
13474.085843519086,1899171.7884424038,2,4,8.002464144914704
9591.910248701097,1865608.974221649,2,5,8.547029567937257
13480.735345968471,1900578.6500605147,2,4,8.080588798619138
31824.30017976245,8043633.510205558,2,4,8.973242517927774
17706.580389282768,2095099.9562647352,3,6,8.703449567251598
7982.242213123185,1159852.5652687247,2,2,8.175184328852273
13547.05126891517,3374203.5027088155,2,5,8.604502690633144
8555.432622290708,2017490.5955311162,2,4,8.132601319604378
17691.414394359257,2094352.8920873054,2,6,8.590702942932369
22968.848872697727,5799692.412624313,3,4,9.025250096608925
25968.38839664677,5118544.84207625,2,8,8.773687541259694
12637.912407673459,5767757.160627963,5,5,9.12034741482804
3595.6473621058276,2036557.2046160577,3,3,8.091054302445311
13482.869135676425,1866994.9203384987,2,4,8.107181227485427
9374.808674519496,2395819.7129717967,2,4,9.031518118392407
7316.589705148637,1329122.2483698812,3,4,8.089929486348666
7971.428324699915,1185555.059840021,3,2,8.381527041169145
26292.455121222327,2557297.322113231,2,4,9.138342520553355
17691.414394359257,2094352.8920873054,3,6,8.590702942932369
22259.360935876368,2080998.944616911,2,3,8.35640069855464
8557.223234879712,2018718.5835356696,2,4,8.186745253662009
22259.360935876368,2038269.917845974,3,3,8.937493631776059
27597.173649097687,7174174.492460208,2,5,9.234675992238461
22478.781205336367,3513481.9288583486,2,6,9.029278443677644
23265.489119004298,11307696.32045347,3,5,8.89750654442503
31234.951676126668,6582784.359737301,3,6,9.124880525306741
22259.407109088177,2081401.5299840814,3,3,8.305976724995242
13478.293827350411,1900798.694459423,2,4,8.310369326484047
12642.239679285767,5769430.01717926,5,5,9.05142880851994
20674.71474441114,3147611.820100904,2,5,8.310410291059165
3319.484269126946,1159903.3493430675,2,4,8.465128460784138
3288.4465352579655,1152216.7327276012,2,4,8.023747340782366
9369.183855527954,2395105.810346924,2,4,8.469482459892015
7306.8793209085725,1330717.426798598,3,4,8.535609131904641
24570.5257249227,6583236.6576539,2,6,9.404814367703692
10300.749774170241,9683420.91421844,2,5,8.929699938646975
25968.966352897172,5117414.030306941,2,8,9.413134039007561
13474.085843519086,1899171.7884424038,2,4,8.002464144914704
22965.947843162412,5767757.160627963,5,4,9.570542762402937
8011.015273063796,2558347.1977801486,2,4,7.997508248187351
8013.45954544795,2395105.810346924,2,4,8.158658039979509
26293.224363096677,2660960.1617059708,2,4,8.867446992011097
7971.428324699915,1185555.059840021,2,2,8.381527041169145
5174.480203781788,5264054.024755495,2,6,8.354695810000173
13483.903528911671,1901035.0848948392,2,4,8.606352645764023
11389.058151977322,3806656.8922788734,2,4,8.741635118095589
7310.022351025169,1181054.813294919,3,4,8.102582354199711
14859.294376491616,1565800.8885428137,2,5,8.426707825508206
25968.38839664677,5118544.84207625,2,6,8.773687541259694
7983.565352232501,1186164.4641964687,3,2,8.010104008809526
13803.065547110335,4050396.4605791336,2,4,8.369223876636376
9596.40729848668,1867081.9097217014,2,4,8.13116879006647
13807.76938738512,3807976.9164832192,2,4,8.257993035968088
13481.390200163598,1899625.4416962047,2,4,8.250160812269577
20606.144866886272,2133773.5348741533,2,6,8.754320823096975
11790.42175456855,1019601.7627927454,2,4,8.535320525555143
3319.484269126946,1159903.3493430675,2,4,8.465128460784138
7970.057214405397,1180405.4463773468,2,2,8.08319769169163
3347.437948750965,1019601.7627927454,2,4,8.067067857055497
23333.79025568602,5729517.419260831,2,2,8.50628990746211
14859.294376491616,1565800.8885428137,2,5,8.426707825508206
3595.6473621058276,2036557.2046160577,2,3,8.091054302445311
22259.407109088177,2038264.6161390846,3,3,8.654698270875421
7319.269841984245,1330564.7984839727,3,4,8.547209852336746
22259.407109088177,2081401.5299840814,3,3,8.305976724995242
22266.936196026847,2081175.7802036956,3,3,8.156942256239564
7970.057214405397,1159903.3493430675,2,2,8.19637002360799
7983.565352232501,1186164.4641964687,3,4,8.010104008809526
14870.653989094399,1325073.2418403034,3,4,8.38873683751021
9596.626198845686,1867322.9050678941,2,5,8.405436566474277
3561.3827535575365,2017205.9900235296,2,3,8.38489993631396
8013.45954544795,2558486.7882632255,2,4,8.598896594598298
22479.029550243147,3511444.539053014,2,6,8.363872170464248
22259.407109088177,2081401.5299840814,2,3,8.305976724995242
7982.242213123185,1159852.5652687247,2,2,8.175184328852273
23334.905216559197,5263539.343827876,4,2,8.821400574172353
25974.077882605892,5120779.343928431,2,8,8.404457524440271
3347.437948750965,1155611.7748164102,2,4,8.212014266189913
13803.527492954692,4050550.0478380327,2,4,8.827575999069644
5164.098768377948,5265330.376081945,2,6,9.326853305813659
6410.121727214357,4337799.188212732,2,4,8.206398384941693
31242.73331034116,6581551.763024384,2,6,9.541800140895178
13481.390200163598,1866021.2854758406,2,4,8.149131017549706
3344.8129407626893,1157025.1339902352,2,2,8.219099578333442
9376.921736381255,2396033.6254771436,2,4,8.55452459415169
7975.65721176007,1182067.5689858296,3,2,8.564601571188764
11724.98669005476,2706076.9932325035,2,4,8.547095424795842
31830.794775782553,7578134.110064417,3,4,9.683221738504644
11791.624401621068,1021098.122822024,2,4,8.07504874654747
32353.879448463635,4417637.894639512,4,3,8.819008879316046
11791.62800279319,1020078.932541629,2,4,8.61847797273505
8006.592539482841,2557297.322113231,2,4,8.369348417282332
11728.079756663681,2706422.9946724293,2,4,7.9340975493335515
5167.17349004057,5265537.930298359,4,2,8.694363713521552
13812.803676258423,4045378.260900864,2,4,9.243722166865417
11729.586169936974,2706686.9205233213,2,4,8.70967906580528
8001.168542703739,2395266.85696184,2,4,8.335982635054245
12634.666479559044,5766536.315597937,2,5,8.654348299190046
17707.858822770613,2095239.0059966168,3,6,8.257068018273745
13542.00987069956,3373462.230722676,2,5,8.79884150636235
20609.04573370527,2132459.967943016,2,6,8.481035365004391
7981.257305220706,1155611.7748164102,2,2,8.160640199206398
9375.13898412785,2395579.07807044,2,5,8.814335955308444
23807.73328563164,3444650.005335439,2,4,9.206908206113317
24212.315127629838,10344146.966902006,3,5,8.651817702548987
22271.759815868234,2038530.3323930516,3,3,9.288912638322829
3318.6250983422437,1152843.1066020478,2,2,8.153396935398447
13805.894771581923,4046979.0932399137,2,4,8.734932819811696
11795.951660406849,1017220.7695291648,2,4,8.75170950311084
13811.4442483804,3805113.5041977954,2,4,8.098095447170689
20614.48217860832,2133933.131671289,2,5,7.981434492159547
14861.832945023887,1328759.13234308,3,4,8.219306294103223
24219.860091745028,10003084.878308201,3,4,9.423069483811897
3595.6473621058276,2017247.5725481485,2,3,8.318228213423438
17691.414394359257,2080704.0525848393,2,6,8.566083122244283
11799.770599290856,1015931.3436771646,2,4,8.474906631168128
13547.05126891517,3148977.6273557805,2,5,8.058846279061365
26293.816824138925,2661184.7146841045,2,4,8.0707105522186
22479.2601706889,3442302.8597460305,2,6,8.850279132264504
11401.00019304479,3807434.88018795,2,5,8.70097925973518
13807.76938738512,4045526.4195001754,2,4,8.924048305190768
7982.242213123185,1159852.5652687247,2,2,8.175184328852273
8545.748505998263,2017205.9900235296,2,3,8.20759732550103
3575.9780850876896,2037923.8067960571,3,3,7.967304491671673
13475.21963333248,1901071.6935340338,2,4,8.748348097397159
26299.05987793789,2558956.0432431335,2,4,9.820594299291887
3347.437948750965,1155611.7748164102,2,4,8.212014266189913
7970.057214405397,1180405.4463773468,2,2,8.08319769169163
8006.592539482841,2557297.322113231,2,4,8.369348417282332
8547.06330884494,2017376.200254447,2,3,8.399525072049913
3319.894767347325,1017220.7695291648,2,4,8.234819549526978
3597.7622408764173,2038530.3323930516,3,3,8.533902063880848
11791.62800279319,1020078.932541629,2,4,8.61847797273505
8557.406298313594,2017247.5725481485,2,4,8.403233335661186
9595.369829957785,1866994.9203384987,2,5,8.116153427530321
23808.315512121346,3374203.5027088155,2,4,9.344663462660241
7982.242213123185,1185699.052880265,2,2,8.415794501146088
20669.32624169773,3153563.189111655,2,4,8.628931857705375
23807.771234239666,3444387.507190694,2,6,8.875929442417545
31247.68675717095,6581569.681668444,3,6,8.411247441388372
20672.297004962933,3151531.204292504,2,4,8.041900470455838
23330.210942398786,5731830.533013128,2,2,9.193948698125244
9592.966007397275,1866021.2854758406,2,4,8.11658300490679
11728.752253317505,2706429.6022359496,2,4,8.750350067889178
26288.26338707534,2558347.1977801486,2,4,8.873536788972052
7319.269841984245,1330564.7984839727,3,4,8.547209852336746
11798.55306209847,1024844.9714288607,2,4,8.323876795714982
13803.527492954692,4050550.0478380327,2,4,8.827575999069644
20670.97783771559,3150139.3709725533,2,5,8.718634191924092
7318.847135395266,1329652.3391077723,3,4,8.206031249725303
22479.240912879857,3511814.584395473,2,6,9.21244821182373
31820.529865900884,7574688.807173129,3,4,9.819969250972859
14863.564215055023,1565549.3180782457,2,4,8.209782869463103
22479.05051542865,3511583.883403238,2,5,8.476048669489606
19236.791893350757,7575299.3563913945,3,4,9.233444288845298
13807.76938738512,4045526.4195001754,2,4,8.924048305190768
3584.2414086627373,2017490.5955311162,2,3,8.402589551004723
8547.06330884494,2017376.200254447,2,4,8.399525072049913
8006.592539482841,2557297.322113231,2,4,8.369348417282332
17688.518012630004,2095981.3695483522,3,6,8.192680794617168
11729.47331748851,2661428.545887545,2,4,8.134611107292399
12639.479883218595,5768554.578078795,2,5,9.860919909480113
14859.303461993582,1565561.2633852838,2,5,7.824742779066556
13805.894771581923,4046979.0932399137,2,4,8.734932819811696
8008.790848316651,2557455.5860159416,2,4,8.763516475815004
24567.395924449185,6758477.582147459,2,5,8.818463280046606
7319.269841984245,1330564.7984839727,3,4,8.547209852336746
7983.565352232501,1186164.4641964687,2,2,8.010104008809526
17691.414394359257,2094352.8920873054,2,6,8.590702942932369
7968.258974444205,1187970.1672265716,2,2,8.217572542520571
11727.28355443563,2661059.005029007,2,4,8.120070031257288
7308.828369649113,1329234.17680107,3,4,8.456326370820188
7977.999636450066,1181796.639928833,3,2,8.599600011115967
17688.518012630004,2095981.3695483522,3,6,8.192680794617168
8551.406655048682,2018041.9345605695,2,3,8.530939203023209
17700.547056090883,2095424.9769446745,3,6,8.015816141038092
13483.903528911671,1901035.0848948392,2,4,8.606352645764023
26289.93978897426,2661909.0950995246,2,4,8.689543827053258
25966.103850712865,4417633.112465036,4,8,9.738544411331963
26293.224363096677,2660960.1617059708,2,4,8.867446992011097
23807.99442109358,3373809.0362934694,2,4,8.545664042090955
20669.32624169773,3153563.189111655,2,4,8.628931857705375
14859.303461993582,1565561.2633852838,2,4,7.824742779066556
17696.21733804487,2095810.2979851742,2,6,8.718845484830906
7319.269841984245,1330564.7984839727,3,4,8.547209852336746
23811.92604652295,3443087.1667293664,2,4,8.877148302049234
8553.538429676793,2017636.9187842626,2,3,8.358707065108621
9593.117579149504,1866493.2278537103,2,4,8.707178557595487
8009.552097440859,2557789.015425523,2,4,8.256964994251941
13552.452076822257,3373809.0362934694,2,5,9.272333126473587
27602.55432955482,6759914.405438164,2,5,8.84039185426499
13800.660993608186,4051491.942345882,2,4,8.551372326989872
3318.6250983422437,1152843.1066020478,2,2,8.153396935398447
9590.949351299425,1865536.0454938246,2,5,8.512159998239357
9593.117579149504,1866493.2278537103,2,5,8.707178557595487
11730.122194478352,2705667.5137726786,2,4,8.683980473125885
24566.7806758029,6762859.553793982,2,5,7.737566573746613
32300.806686192755,4335176.152575318,2,3,8.597616813240926
5179.780467750635,5263539.343827876,4,6,8.126223599067579
11381.775817074176,3807509.8752624523,2,4,8.660734617357473
11790.42175456855,4625615.131775,2,4,8.017545382036447
32342.901804511646,4419312.92454416,4,8,8.340801094400087
31261.84365754576,5799709.014234943,3,6,9.430528830230655
22961.797123616812,5769283.202131927,5,4,8.87753492089621
9376.08119911408,2133077.9789204723,2,5,8.1458837971627
26293.996371212197,2661414.4665106237,2,4,8.830365013621046
13480.317012435353,1866197.6294244716,2,4,8.219979800957692
10293.325940471896,9685051.914209496,3,3,8.833099082223768
11795.376381468923,1018366.8292248765,2,4,8.704025247023608
22259.407109088177,2081401.5299840814,2,3,8.305976724995242
14870.653989094399,1566973.907226788,3,4,7.933473677090956
22269.30825110592,2038150.655914194,3,3,9.502860558722514
24570.874769767477,6756980.03086593,2,6,8.877396825521966
17703.543366585993,2094961.1932070367,3,6,8.015047966339713
11381.775817074176,3513334.2031951183,2,5,8.27406793229201
26288.26338707534,2558347.1977801486,2,4,8.873536788972052
